2,3
3,8
5,4
7,0
8,6
10,2
11,8
13,4
15,0
16,6
18,2
19,8
21,4
23,0
24,6
26,3
27,9
29,5
31,1
32,7
34,3
35,9
37,5
39,1
40,7
42,3
43,9
45,5
47,1
48,6
49,7
50,9
52,0
53,1
54,2
55,4
56,5
57,6
58,7
59,8
60,9
62,1
63,2
64,3
65,4
66,5
67,7
68,8
69,9
71,0
72,1
73,3
74,4
75,5
76,1
76,1
76,1
76,1
76,1
76,1
76,1
76,1
76,1
76,9
77,5
78,0
78,6
79,1
79,7
80,2
80,8
81,3
81,9
82,4
83,0
83,5
84,1
85,9
88,8
91,7
94,0
94,0
94,0
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
86,9
0,0
0,0
0,0
0,0
